Name,Spec
코카콜라음료 코카콜라 라벨프리 370ml,"탄산음료/콜라/무라벨/박스/
[영양정보] 1회 제공량 370ml당 열량: 160kcal/탄수화물: 40g/당류: 40g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 11mg"
동아오츠카 데미소다 레드애플 350ml,"탄산음료/환타·웰치스/포장형태: 캔/
[영양정보] 1회 제공량 350ml당 열량: 140kcal/탄수화물: 35g/당류: 32g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 65mg"
동아오츠카 데미소다 망고 350ml,"탄산음료/환타·웰치스/포장형태: 캔/
[영양정보] 1회 제공량 350ml당 열량: 155kcal/탄수화물: 38g/당류: 36g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 40mg"
코카콜라음료 닥터페퍼 제로 355ml,"탄산음료/그외 음료/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 355ml당 열량: 0kcal/탄수화물: 0g/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 30mg"
코카콜라음료 스프라이트 제로 블랙팬서 와칸다 포에버 355ml,탄산음료/사이다/포장형태: 캔/제로칼로리/박스
프로엠홀딩스 브이톡 핑크 복숭아에이드 350ml,"탄산음료/환타·웰치스/포장형태: 캔/
[영양정보] 1회 제공량 350ml당 열량: 135kcal/탄수화물: 33g/당류: 25g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 15mg"
하이트진로 진로 토닉워터 홍차 제로 600ml,탄산음료/그외 음료/포장형태: 페트/600ml/제로칼로리
농심 웰치 제로 그레이프 500ml,"탄산음료/환타·웰치스/포장형태: 페트/제로칼로리/
[영양정보] 1회 제공량 500ml당 열량: 0kcal/탄수화물: 11g/당류: 0g/단백질: 0g/지방: 0.8g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 0mg/알룰로오스: 11g"
롯데칠성음료 탐스 제로 무라벨 오렌지향 340ml,"탄산음료/환타·웰치스/포장형태: 페트/무라벨/제로칼로리/박스/
[영양정보] 1회 제공량 340ml당 열량: 8kcal/탄수화물: 8g/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 40mg/알룰로오스: 5g/에리스리톨: 1g"
롯데칠성음료 탐스 제로 무라벨 사과키위향 340ml,"탄산음료/환타·웰치스/포장형태: 페트/무라벨/제로칼로리/박스/
[영양정보] 1회 제공량 340ml당 열량: 5kcal/탄수화물: 7g/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 30mg/알룰로오스: 6g"
롯데칠성음료 탐스 제로 무라벨 레몬향 340ml,"탄산음료/환타·웰치스/포장형태: 페트/무라벨/제로칼로리/박스/
[영양정보] 1회 제공량 340ml당 열량: 8kcal/탄수화물: 8g/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 60mg/알룰로오스: 5g/에리스리톨: 1g"
