Name,Spec
라인바싸 탄산수 500ml,탄산음료/탄산수/포장형태: 페트/500ml
오케이에프 원에이엠 스파클링 라임 350ml,탄산수/포장형태: 페트/350ml
웅진식품 빅토리아 플레인 190ml,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 탄산가스"
네슬레워터스 페리에 피치 330ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 탄산가스, 천연복숭아향"
일화 초정탄산수 배 500ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 탄산가스, 천연배향"
네슬레워터스 페리에 플레인 750ml,"탄산음료/탄산수/포장형태: 병/원재료: 정제수, 탄산가스"
웅진 빅토리아 레몬 500ml,"탄산수/탄산수/포장형태: 페트/
[영양정보]"
웅진 빅토리아 청포도 500ml,탄산수/포장형태: 페트/500ml
코카콜라음료 씨그램 라임 라벨프리 450ml,"탄산음료/탄산수/포장형태: 페트/무라벨/박스/원재료: 정제수, 탄산가스, 천연라임향"
코카콜라음료 씨그램 플레인 라벨프리 450ml,"탄산음료/탄산수/포장형태: 페트/무라벨/박스/원재료: 정제수, 탄산가스"
코카콜라음료 씨그램 레몬 라벨프리 450ml,"탄산음료/탄산수/포장형태: 페트/무라벨/박스/원재료: 정제수, 탄산가스, 천연레몬향"
코카콜라 씨그램 레몬 350ml,탄산수/포장형태: 페트/350ml
롯데칠성음료 라임 300ml,탄산수/포장형태: 페트/300ml/제로칼로리
롯데칠성음료 레몬 300ml,탄산수/포장형태: 페트/300ml/제로칼로리
롯데칠성음료 자몽 300ml,탄산수/포장형태: 페트/300ml
오케이에프 빅토리아 플레인 500ml,"탄산수/탄산수/포장형태: 페트/
[영양정보]"
푸드나무 원에이엠(1am) 스파클링 라임 350ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 라임농축액 0.15%"
푸드나무 원에이엠(1am) 스파클링 제로칼로리 4종 350ml,"탄산음료/탄산수/포장형태: 페트/제로칼로리/종류: 플레인, 라임, 베리, 애플"
코카콜라음료 씨그램 플레인 190ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 탄산가스"
네슬레워터스 페리에 퓨전 피치 체리 250ml (해외),탄산음료/탄산수/포장형태: 캔
피코크 트루 스파클링 자몽 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 탄산가스"
피코크 트루 스파클링 레몬 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 탄산가스"
코카콜라 씨그램 라임 350ml,탄산수/포장형태: 페트/350ml
웰치스 포도 미니페트 300ml,환타·웰치스/탄산수
웅진식품 빅토리아 키위 500ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 탄산가스"
웰치스 소다 포도 3개 1.5L,환타·웰치스/탄산수
레오 소다 워터 325ml,"탄산음료/탄산수/포장형태: 병/원재료: 정제수, 탄산가스"
일화 아임톡 한라봉 에이드 355ml,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 이산화탄소/수원지: 초정리 광천수"
웅진식품 빅토리아 배 500ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 이산화탄소, 배향"
웅진식품 빅토리아 플레인 350ml x 48개 + 레몬 350ml x 24개,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 탄산가스"
웅진식품 빅토리아 라임 350ml x 24개 + 자몽 350ml x 48개,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 탄산가스, 천연라임향, 천연레몬향, 천연자몽향"
네슬레워터스 페리에 플레인 250ml,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 탄산가스"
롯데칠성음료 트레비 레몬 300ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 탄산가스, 천연레몬향"
롯데칠성음료 트레비 플레인 300ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 탄산가스"
일화 초정 탄산수 라임 350ml,탄산수/탄산수/포장형태: 페트
동원F&B 미네마인 스파클링 레몬 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소, 천연레몬향"
동원F&B 미네마인 스파클링 라임 500ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 이산화탄소, 천연라임향, 천연레몬향"
동원F&B 미네마인 스파클링 자몽 500ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 이산화탄소, 천연자몽향"
남양 프라우 스파클링 레몬 500ml,탄산수/탄산수/포장형태: 페트
광동제약 비타500 로열폴리스 120ml x 20병,탄산수
웅진 빅토리아 파인애플 500ml,탄산수/포장형태: 페트/500ml
웅진 빅토리아 자몽 스터비캔 350ml,"탄산수/탄산수/포장형태: 캔/
[영양정보]"
동아오츠카 라인바싸 탄산수 플레인 500ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 먹는샘물, 이산화탄소"
웅진 빅토리아 플레인 350ml,탄산수/포장형태: 캔
엔에스크리스탈 시그너스 레몬 500ml,탄산음료/탄산수/포장형태: 페트
웅진식품 빅토리아 라임 350ml,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 탄산가스, 천연라임향, 천연레몬향"
웅진식품 빅토리아 자몽 350ml,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 탄산가스, 천연자몽향"
엔에스크리스탈 시그너스 플레인 500ml,탄산음료/탄산수/포장형태: 페트
일화 초정탄산수 그린애플 500ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 이산화탄소, 천연그린애플향"
일화 초정탄산수 그린애플 355ml,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 이산화탄소, 천연그린애플향"
