Name,Spec
배스킨라빈스 쫀떡궁합 파이 264g,파이/사무실간식(소포장)
베이크드 멀티롤13 120개입 1.2kg,"스낵/사무실간식(소포장)/
[영양정보] 1회 제공량 10g당 열량: 58kcal/나트륨 : 19mg/탄수화물: 5g/당류: 1g/지방: 4g/트랜스지방: 0g/포화지방: 2g/콜레스테롤: 0mg/단백질 : 0.5g"
벨지안 카라멜라이즈 쿠키 300개입 1.8kg,"쿠키/사무실간식(소포장)/
[영양정보] 표시기준량 60g당 열량: 144kcal"
벨치즈 끼리 크림치즈 마카롱 6개입 150g,샌드/사무실간식(소포장)
본마망 레몬 타르트 9개입 125g,파이/사무실간식(소포장)
부샤드 다크 72% 초콜릿 1.5kg,초콜릿/사무실간식(소포장)
브릿지빌더 엄마가 오란다 12개입 360g,전병/사무실간식(소포장)
브릿지빌더 엄마가 오란다 24개입 720g,전병/사무실간식(소포장)
사조대림 대림선 꼬꼬봉 16개입 800g,소시지(간식용)/사무실간식(소포장)
사조대림 오양 꼬마장사 100개입 1kg,소시지(간식용)/사무실간식(소포장)/표시기준량 10g/열량: 25kcal
사조대림 오양 꼬마장사 38g,소시지(간식용)/사무실간식(소포장)/표시기준량: 38g/열량: 90kcal
사조대림 오양 꼬마장사 65g,소시지(간식용)/사무실간식(소포장)/표시기준량: 65g/열량: 155kcal
사조대림 오양 치즈킹 꼬마장사 70g,소시지(간식용)/사무실간식(소포장)/표시기준량: 70g/열량: 141kcal
사조대림 팝콘 달콤한맛 2개입 180g,팝콘/사무실간식(소포장)
사조대림 팝콘 버터맛 2개입 180g,팝콘/사무실간식(소포장)
삼양식품 별뽀빠이 4개입 288g,"스낵/사무실간식(소포장)/
[영양정보] 1회 제공량 30g당 열량: 140kcal/나트륨: 95mg/탄수화물: 22g/당류: 5g/지방: 4.7g/트랜스지방: 0g/포화지방: 2.3g/콜레스테롤: 0mg/단백질: 3g"
서울식품공업 허니 뻥이요 15개입 750g,"스낵/사무실간식(소포장)/
[영양정보] 1회 제공량 50g당 열량: 238kcal"
서해안식품 서해안 호박엿 1.4kg,엿/사무실간식(소포장)
선인 SIB 퐁듀타임 액상초콜릿 2kg,초콜릿/사무실간식(소포장)
설빙 크리스피롤 우유맛 50개입 500g,스낵/사무실간식(소포장)
설빙 크리스피롤 인절미맛 50개입 500g,스낵/사무실간식(소포장)
설빙 크리스피롤 인절미맛 50개입 500g+우유맛 50개입 500g,스낵/사무실간식(소포장)
스낵24 인기스낵 킹갓성비2 과자선물세트 25개입,과자세트/사무실간식(소포장)/구성: 포카칩 오리지날+포카칩 어니언+스윙칩 고추장+스윙칩 간장치킨+오감자 양념치킨+오감자 그라탕+칸쵸+미니약과+웨하스+별뽀빠이+고래밥+씨리얼+미니뿌셔+젤리인젤리+뻥이요+베이비스타라멘+비틀즈+ABC초코쿠키+새콤달콤+가나마일드+피쉬스낵+초코팅촉+맛새우칩+비타에너지바+하루견과
스퀘어 초대형 페레로로쉐 T48 48개입 1.11kg,초콜릿/사무실간식(소포장)
시로이코이비토 훗카이도 화이트쿠키 12개입 132g (해외),샌드/사무실간식(소포장)
시로이코이비토 훗카이도 화이트쿠키 18개입 198g (해외),샌드/사무실간식(소포장)
신궁전통한과 명인 김규흔 한과 추억의 쌀 오란다 12개입 216g,전병/사무실간식(소포장)
신라명과 리얼 브라우니 8개입 520g,쿠키/사무실간식(소포장)
신라명과 얀스맘 쿠키 선물세트 10개입 650g,과자세트/선물용/사무실간식(소포장)/구성: 얀스맘쿠키 65g x 10개
신화당제과 우리쌀로 만든 인절미스낵 18개입 504g,스낵/사무실간식(소포장)
신화당제과 후르츠캔디 2kg,사탕/사무실간식(소포장)
아모레퍼시픽 오설록 그린티 랑드샤 10개입 100g,"쿠키/사무실간식(소포장)/
[영양정보] 1회 제공량 100g당 열량: 565kcal/나트륨 : 60mg/탄수화물: 54g/당류: 14g/지방: 35g/트랜스지방: 0g/포화지방: 12g/콜레스테롤: 20mg/단백질 : 9g"
